id;timestamp;smallGrantOrRelevant;checked;publicarEnBoletin;publicarEnDbPublica;estatus;daysLeft;nombre;tipo;granArea1;granArea2;area3;area4;area5;area6;area7;link;descripcion;nota;restriccionesParaAplicarElegibilidad;basedOn;entidadOtorgante;scopeGeografico;scopeEconoPolitico;scopeTematico;destinatarios1;destinatarios2;destinatarios3;destinatarios4;duracionDeLosProyectosPeriodoDeFinanciacion;monedaOriginal;montoEnMonedaOriginal;montoMinimoAproxEnUSD;montoMaximoAproxEnUSD;montoTipicoPromedioOtorgadoUSD;periodicidad;dead1;dead2;dead3;dead4;fechaProximoDeadline;fechaDecisionPublicacionDeResultados;aplicarMasDeUnaVez;aim;n;source;keywordsQueried;ofibusubID;mergedDocIDBoletin16Diciembre2023;mergedDocURLBoletin16Diciembre2023;linkToMergedDocBoletin16Diciembre2023;documentMergeStatusBoletin16Diciembre2023;mergedDocIDBoletinMarzo2024;mergedDocURLBoletinMarzo2024;linkToMergedDocBoletinMarzo2024;documentMergeStatusBoletinMarzo2024;Merged Doc ID - BOLETIN MARZO 2024;Merged Doc URL - BOLETIN MARZO 2024;Link to merged Doc - BOLETIN MARZO 2024;Document Merge Status - BOLETIN MARZO 2024
2697;8/12/2023;TRUE;TRUE;;publicar;>4 meses;984;Singapore QuickFire Challenge – Apply Now!;Prizes and Awards;Mathematics, Statistics and Computer Sciences;Medicine and Health Sciences;;;;;;https://jnjinnovation.com/innovation-challenges/Singapore-Quickfire-Challenge;Con esta colaboración estratégica única en su género, Johnson & Johnson Innovation quiere ofrecer una plataforma para que innovadores de todo el mundo se unan a JLABS Singapur y se enorgullece de lanzar el Singapore QuickFire Challenge.;;;;;;;;;;;;;USD;10000;100000;;;;26-ene-24;;;;26-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2698;8/12/2023;TRUE;TRUE;;publicar;>4 meses;973;Applications open for the Holohil Grant Program;Programs and projects;Conservation;;;;;;;https://www.holohil.com/grant-program/;Holohil acepta actualmente solicitudes para su programa de subvenciones destinado a apoyar proyectos de investigación de gran valor para sus especies, con un diseño de investigación sólido y una intención de conservación positiva.;;;;;;;;;;;;;USD;1000;10000;;;;15-ene-24;;;;15-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2699;8/12/2023;TRUE;TRUE;;publicar;>4 meses;942;Call for Nominations: Thieme-IUPAC Prize 2024;Prizes and Awards;Chemical and Bio Engineering;Agricultural and Biological Sciences;;;;;;https://www.thieme.de/en/thieme-chemistry/thieme-iupac-prize-55182.htm;El Grupo Thieme, en colaboración con la Unión Internacional de Química Pura y Aplicada (IUPAC) y los editores de Synthesis, Synlett, Synfacts y Science of Synthesis, anuncian el Premio Thieme-IUPAC para 2024.;;;;;;;;;;;;;USD;1000;10000;;;;15-dic-23;;;;15-dic-26;;;;FALSE;;;;;;;;;;;;;;;
2700;8/12/2023;TRUE;TRUE;;publicar;>4 meses;972;Applications open for Kinship Conservation Fellowship;Fellowships scholarships or trainings;Conservation;;;;;;;https://kinshipfellows.org/prgram/;Aproveche la oportunidad de avanzar en su carrera y de dotarse de nuevas competencias, conocimientos y herramientas analíticas para acelerar los proyectos que dirige en su país. Solicite la Beca de Conservación Kinship.;;;;;;;;;;;;;USD;1000;10000;;;;14-ene-24;;;;14-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2701;8/12/2023;TRUE;TRUE;;publicar;>4 meses;989;Sustainability Open Innovation Challenge 2023;Prizes and Awards;Sustainable Development;Agricultural and Biological Sciences;Environmental sciences;;;;;https://sustainability.innovation-challenge.sg/;La quinta edición del Desafío de Innovación Abierta sobre Sostenibilidad, organizado por Enterprise Singapore, reúne a socios industriales y busca mentes innovadoras para idear soluciones sostenibles que abarquen diversos sectores.;;;;;;;;;;;;;USD;10000;100000;;;;31-ene-24;;;;31-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2702;8/12/2023;TRUE;TRUE;;publicar;>4 meses;973;WIN WIN Gothenburg Sustainability Award;Prizes and Awards;Sustainable Development;;;;;;;https://www.winwinaward.org/home;El Premio WIN a la Sostenibilidad de Gotemburgo acepta ahora candidaturas de personas y organizaciones que hayan realizado esfuerzos excepcionales para lograr transiciones integradoras.;;;;;;;;;;;;;USD;10000;100000;;;;15-ene-24;;;;15-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2703;8/12/2023;TRUE;TRUE;;publicar;>4 meses;976;MFMC Grants to support Advocates of Climate Change Mitigation;Programs and projects;Environmental sciences;;;;;;;https://unifor.no/stiftelser/the-minor-foundation-for-major-challenges/;La Fundación Minor para Grandes Retos ha anunciado dos oportunidades de subvención que apoyan proyectos de comunicación que impulsen la transición a una economía con bajas emisiones de carbono.;;;;;;;;;;;;;USD;100000;500000;;;;18-ene-24;;;;18-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2704;8/12/2023;TRUE;TRUE;;publicar;>4 meses;1001;Nominations open for Keeling Curve Prize 2024;Prizes and Awards;Environmental sciences;;;;;;;https://www.globalwarmingmitigationproject.org/kcp;El programa insignia del Proyecto de Mitigación del Calentamiento Global, el Premio de la Curva de Keeling, concede anualmente 50.000 dólares a cada uno de los 10 proyectos globales que demuestran la capacidad de reducir, sustituir o eliminar gases de efecto invernadero en la atmósfera y los océanos.;;;;;;;;;;;;;USD;10000;100000;;;;12-feb-24;;;;12-feb-27;;;;FALSE;;;;;;;;;;;;;;;
2705;8/12/2023;TRUE;TRUE;;publicar;>4 meses;958;RWE Floating Wind Co-Use Competition;Travel and Conferences;Environmental sciences;Engineering;;;;;;https://www.rwe.com/en/research-and-development/project-plans/innovation-competition/floating-wind-co-use-competition-2023/;"RWE, uno de los líderes mundiales en energía eólica marina, ha puesto en marcha su primer ""Concurso de Co-utilización de Energía Eólica Flotante"" a escala mundial. La empresa se dedica a acelerar el desarrollo y la demostración de soluciones innovadoras y sostenibles.";;;;;;;;;;;;;;;;;;;31-dic-23;;;;31-dic-26;;;;FALSE;;;;;;;;;;;;;;;
2706;8/12/2023;TRUE;TRUE;;publicar;>4 meses;1018;Call for Applications: Breast Cancer-Related Community Service Program;Programs and projects;Medicine and Health Sciences;;;;;;;https://massagetherapyfoundation.org/grants-and-contests/community-service-grants/;¿Trabaja para una organización que proporciona MT a pacientes con cáncer, supervivientes, cuidadores o profesionales sanitarios? Gracias a la generosidad de la iniciativa especial de recaudación de fondos del Proyecto Jacquelyn, ahora hay fondos disponibles para apoyar esta importante labor.;;;;;;;;;;;;;USD;1000;10000;;;;1-mar-24;;;;1-mar-27;;;;FALSE;;;;;;;;;;;;;;;
2707;8/12/2023;TRUE;TRUE;;publicar;>4 meses;973;Boyd N. Lyon Scholarship Program 2024;Fellowships scholarships or trainings;Environmental sciences;Conservation;;;;;;https://oceanfdn.org/boyd-n-lyon-scholarship-2024/;La Ocean Foundation y The Boyd Lyon Sea Turtle Fund buscan solicitudes para la beca Boyd N. Lyon, para el año 2024.;;;;;;;;;;;;;USD;1000;10000;;;;15-ene-24;;;;15-ene-27;;;;FALSE;;;;;;;;;;;;;;;
2708;5/4/2024;TRUE;TRUE;;publicar;Esta semana;3;We are together International Prize for Social Change;Prizes and Awards;Environmental sciences;Education;;;;;;https://wearetogetherprize.com/#rec713328597;apoyar iniciativas relacionadas con el cambio social a través del voluntariado.El Premio se otorga anualmente a ciudadanos y organizaciones independientemente de su país de residencia, nacionalidad, género, etc. La selección de los galardonados del Premio se realiza en 6 regiones del mundo : la CEI, Europa, la región de Asia y el Pacífico, Oriente Medio y Norte de África, América del Norte y del Sur, África Subsahariana.;;;;;;;;;;;;;USD;10000;100000;;;;20-may-24;;;;20-may-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2709;5/4/2024;TRUE;TRUE;publicar;publicar;>4 meses;136;Applications open for Stockholm Water Prize;Programs and projects;Human and Social Sciences;Environmental sciences;;;;;;https://siwi.org/stockholm-water-prize/nominate?accordion-tips-for-nominating;The Stockholm International Water Institute has launched submissions for Stockholm Water Prize for people and organizations who have made outstanding contributions to the sustainable use and protection of the world’s water resources.;;;;;;;;;;;;;;;;;;;30-sep-24;;;;30-sep-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2710;5/4/2024;TRUE;TRUE;publicar;publicar;Urgente;15;ProVeg Grants Program;Programs and projects;Agricultural and Biological Sciences;Environmental sciences;Medicine and Health Sciences;Human and Social Sciences;;;;https://proveg.org/advocacy/grants/;ProVeg International busca solicitudes de subvención para ofrecer experiencia y apoyo a organizaciones de gran potencial centradas en la transformación del sistema alimentario.;;;;;;;;;;;;;USD;10000;100000;;;;1-jun-24;;;;1-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2711;5/4/2024;TRUE;TRUE;;publicar;Esta semana;7;Submissions open for ICANN Grant Program;Programs and projects;Mathematics, Statistics and Computer Sciences;;;;;;;https://www.icann.org/grant-program-en;La Corporación de Asignación de Nombres y Números de Internet (ICANN) ha puesto en marcha el Programa de Subvenciones de ICANN para contribuir al ecosistema de Internet y, al mismo tiempo, influir positivamente en las personas de todo el mundo invirtiendo en soluciones creativas e innovadoras que promuevan la visión de ICANN de una Internet única, abierta e interoperable a escala mundial.;;;;;;;;;;;;;USD;100000;500000;;;;24-may-24;;;;24-may-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2712;5/4/2024;TRUE;TRUE;publicar;publicar;Próximo;42;Nominations Open: TIAW - World of Difference Awards 2024;Prizes and Awards;ALL AREA OF INTEREST;;;;;;;https://www.tiaw.org/wod-nominate;Tanto si la candidata trabaja a pequeña escala en el mundo en desarrollo como si tiene un impacto en la cúpula de las mayores empresas del mundo: si su candidata es muy conocida o una heroína o héroe anónimos, la Alianza Internacional de Mujeres (TIAW) quiere que les cuente las historias de las personas cuyos extraordinarios logros están fomentando el empoderamiento económico de las mujeres.;;;;;;;;;;;;;;;;;;;28-jun-24;;;;28-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2713;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1078;Accelerator for Sanitation Businesses - Africa, Asia and Latin America;Fellowships scholarships or trainings;Sustainable Development;;;;;;;https://www.toiletboard.org/accelerator-applications-open-2025-cohort/;La Toilet Board Coalition hace un llamamiento a empresarios de África, Asia y América Latina para que presenten su candidatura a la principal aceleradora de empresas de saneamiento del mundo.;;;;;;;;;;;;;;;;;;;30-abr-24;;;;30-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2714;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1066;Open Call for Digital Exhibition: Transcendence – Beyond Boundaries;Travel and Conferences;ALL AREA OF INTEREST;;;;;;;https://itssuaveart.wordpress.com/2024/03/20/open-call-for-digital-art-transcendence-beyond-boundaries-exhibition/;In the face of the technology, this virtual exhibition aims to create the dialogues between art and technology, investigating the future issues together with 2050 community in Yunqi Town, Hangzhou.;;;;;;;;;;;;;;;;;;;18-abr-24;;;;18-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2715;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1070;Now Open: FPF x FPF Grant Program;Programs and projects;Mathematics, Statistics and Computer Sciences;Strategic Capacity Building;;;;;;https://www.financialprivacyfoundation.org/grants;La misión de la FPF es educar y capacitar a individuos y comunidades para que tomen el control de su privacidad y seguridad financiera, y promover un sistema financiero justo y equitativo que respete la privacidad personal.;;;;;;;;;;;;;USD;10000;100000;;;;22-abr-24;;;;22-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2716;5/4/2024;TRUE;TRUE;publicar;publicar;Urgente;15;BHS Student Grant Scheme;Programs and projects;Agricultural and Biological Sciences;Conservation;;;;;;https://www.thebhs.org/funding/bhs-student-grant-scheme;La Sociedad Herpetológica Británica acepta solicitudes para el Programa de Becas para Estudiantes (SGS).;;;;;;;;;;;;;;;;1.000;;;1-jun-24;;;;1-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2717;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1062;III TREES Research Grant Fund - Latin America or the Caribbean;Programs and projects;Human and Social Sciences;;;;;;;https://trees.uniandes.edu.co/es/iii-trees-research-grant-fund/;TREES (Teaching and Researching Equitable Economics from the South), una iniciativa del Centro de Estudios para el Desarrollo Económico (CEDE) de la Universidad de los Andes, financiada por la Fundación Ford, busca propuestas de investigación para comprender las causas y consecuencias de la desigualdad, en sentido amplio.;;;;;;;;;;;;;USD;10000;100000;;;;14-abr-24;;;;14-abr-27;;;;FALSE;;;;;;;;;;;;;;;
2718;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1078;Frankfurt Fellowship Programme;Fellowships scholarships or trainings;Miscellaneous;;;;;;;https://www.buchmesse.de/en/fellowship-and-grant-programmes/frankfurt-fellowship;El Frankfurt Fellowship Programme de la Frankfurter Buchmesse es un programa intensivo de formación y creación de redes para editores, redactores, gestores de derechos y licencias y agentes literarios de todo el mundo.;;;;;;;;;;;;;;;;;;;30-abr-24;;;;30-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2719;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1063;Power Station++ | Mobility Program for Cultural Professionals;Programs and projects;Sustainable Development;;;;;;;https://centruldeproiecte.ro/finantari/power-station-mobilities/;El Centro de Proyectos Timisoara acepta actualmente solicitudes para el Programa de Movilidad para Profesionales de la Cultura de la Central Eléctrica.;;;;;;;;;;;;;USD;10000;100000;;;;abr 15, 2024;;;;15-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2720;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1063;Martin Roth Initiative Funding Program for Artists;Programs and projects;Miscellaneous;;;;;;;https://contemporaryand.com/exhibition/support-for-artists-at-risk/;Martin Roth Initiative Funding Program is now open for applications to support Artists at Risk.;;;;;;;;;;;;;;;;;;;abr 15, 2024;;;;15-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2721;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1063;Call for Applications: International GI Training Grant;Programs and projects;Medicine and Health Sciences;;;;;;;https://gi.org/trainees/gi-training-grants/;La beca internacional de formación en gastroenterología y hepatología ofrece ayuda económica parcial a médicos de fuera de Estados Unidos y Canadá para recibir formación clínica o de investigación clínica en gastroenterología y hepatología en determinados centros de formación médica de Norteamérica.;;;;;;;;;;;;;USD;10000;100000;;;;15-abr-24;;;;15-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2722;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1066;SVG Ventures THRIVE Studio Sprint Program;Travel and Conferences;Agricultural and Biological Sciences;;;;;;;https://thriveagrifood.com/thrive-studio/;Solicite el THRIVE Studio Sprint, un proceso de validación acelerado diseñado para darle una ventaja en la creación de su empresa de tecnología agroalimentaria.;;;;;;;;;;;;;;;;;;;18-abr-24;;;;18-abr-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2723;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1084;Influential Businesswoman Awards – Apply Now!;Prizes and Awards;ALL AREA OF INTEREST;;;;;;;https://www.acquisition-international.com/awards/influential-businesswoman-awards/;¡Acquisition International presenta el regreso de los Influential Businesswoman Aards en 2024!;;;;;;;;;;;;;;;;;;;6-may-24;;;;6-may-27;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2724;5/4/2024;TRUE;TRUE;publicar;publicar;Próximo;29;TFD Visiting Fellowship Program;Fellowships scholarships or trainings;Human and Social Sciences;;;;;;;https://www.tfd.org.tw/en/grants/fellowships;La Taiwan Foundation for Democracy (TFD) ha creado un Programa de Becas para Visitantes con el fin de apoyar a académicos y profesionales internacionales interesados en llevar a cabo investigaciones de campo en Taiwán o en realizar estudios que comparen o contrasten las experiencias democráticas de Taiwán con las de otros países.;;;;;;;;;;;;;;;;;;;15-jun-24;;;;15-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2725;5/4/2024;TRUE;TRUE;publicar;publicar;Próximo;34;Royal Society of Biology Photography Competition;Artistic pursuit;Environmental sciences;;;;;;;https://www.rsb.org.uk/get-involved/rsb-competitions/photography-competition;El concurso anual de fotografía de la Real Sociedad de Biología invita a los aficionados a presentar fotografías sobre un tema El concurso de fotografía está transformando la vida.;;;;;;;;;;;;;USD;1000;10000;;;;20-jun-24;;;;20-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2726;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1056;Your Future in Green Jobs Mentorship Program;Travel and Conferences;Environmental sciences;Sustainable Development;;;;;;https://bankimooncentre.submit.com/show/14;El Ban Ki-moon Centre for Global Citizens (BKMC), con el apoyo de Dubai Cares, y en colaboración con Plan International y Unbounded Associates, se complace en anunciar el lanzamiento del nuevo programa basado en la acción: Programa de tutoría Tu futuro en empleos verdes.;;;;;;;;;;;;;;;;;;;8-abr-24;;;;8-abr-27;;;;FALSE;;;;;;;;;;;;;;;
2727;5/4/2024;TRUE;TRUE;publicar;publicar;Urgente;15;Global Africa Translation Fellowship - Global South;Fellowships scholarships or trainings;Education sciences;;;;;;;https://www.theafricainstitute.org/institute-program/global-africa-translation-fellowship/;Como parte de su Programa de Lenguas Africanas y Traducción, el Instituto Africano invita a presentar solicitudes para la cuarta promoción de la Beca Global de Traducción de África para el año 2024.;;;;;;;;;;;;;USD;1000;10000;;;;1-jun-24;;;;1-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2728;5/4/2024;TRUE;TRUE;;publicar;>4 meses;1055;Photo Competition for UN World Oceans Day;Artistic pursuit;Environmental sciences;Conservation;;;;;;https://unworldoceansday.org/photo-competition/;El concurso anual de fotografía para el Día Mundial de los Océanos, organizado por las Naciones Unidas y comisariado por Ellen Cuylaerts y un jurado compuesto por personalidades de renombre mundial, ya tiene abierto el plazo de presentación de candidaturas.;;;;;;;;;;;;;;;;;;;7-abr-24;;;;7-abr-27;;;;FALSE;;;;;;;;;;;;;;;
2729;5/4/2024;TRUE;TRUE;publicar;publicar;2 a 4 meses;74;Open call for Cooperative AI Research Grants;Programs and projects;Mathematics, Statistics and Computer Sciences;;;;;;;https://www.cooperativeai.com/grants/cooperative-ai;La Cooperative AI Foundation busca propuestas de proyectos de investigación en IA cooperativa.;;;;;;;;;;;;;USD;100000;500000;;;;30-jul-24;;;;30-jul-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2730;5/4/2024;TRUE;TRUE;publicar;publicar;Próximo;29;2024 TiE Women Program – Apply Now!;Travel and Conferences;ALL AREA OF INTEREST;;;;;;;https://www.tiewomen.org/;Si eres una mujer emprendedora con pasión por la innovación y ganas de marcar la diferencia, presenta tu candidatura para el TiE Women Program 2024, una oportunidad increíble para que las mujeres fundadoras muestren sus ideas empresariales innovadoras en un escenario mundial.;;;;;;;;;;;;;USD;10000;100000;;;;15-jun-24;;;;15-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2731;5/4/2024;TRUE;TRUE;publicar;publicar;Próximo;29;GenScript Life Science Research Grant Program;Programs and projects;Biochemistry Genetics and Molecular Biology;;;;;;;https://www.genscript.com/grantprogram.html;GenScript ha anunciado el GenScript Life Science Research Grant Program (Programa de Subvenciones para la Investigación en Ciencias de la Vida de GenScript) para capacitar a los investigadores mediante la concesión de subvenciones destinadas explícitamente a la compra de reactivos y servicios de GenScript.;;;;;;;;;;;;;USD;10000;100000;;;;15-jun-24;;;;15-jun-24;;;;FALSE;;;;;;;;1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k;https://docs.google.com/document/d/1VKXCfn9ZmaV7ZDJDoY1KNhUp35jbl6lTN7WkgMb1E_k/edit?usp=drivesdk;BolOABSv5_SmallGrantsbyAreaEDITAR;"Data merged and appended successfully; Manually run by marianarecavarren@gmail.com; Timestamp: Apr 5 2024 7:03 PM";;;;
2732;5/4/2024;TRUE;TRUE;;publicar;>4 meses;228;SwedBio Funding Program for CSOs, International Organisations, Institutes & Universities;Programs and projects;Agricultural and Biological Sciences;Environmental sciences;;Human and Social Sciences;;;;https://swed.bio/collaborative-programme/collaborate-with-swedbio/;"SwedBio agradece la presentación de notas conceptuales para apoyar un número limitado de iniciativas estratégicas a través de su ""Collaborative Partner Implementation Pathway"".";;;;;;;;;;;;;USD;10000;100000;;;;31-dic-24;;;;31-dic-24;;;;FALSE;;;;;;;;;;;;;;;
